31,22-07-2015,bachelor,2,9,2,594
32,22-07-2015,bachelor,2,9,2,594
33,22-07-2015,bachelor,2,9,2,594
34,22-07-2015,bachelor,2,9,2,594
35,22-07-2015,bachelor,2,9,2,594
36,22-07-2015,bachelor,2,9,2,594
37,22-07-2015,bachelor,2,9,2,594
38,22-07-2015,bachelor,2,9,2,594
39,22-07-2015,bachelor,2,9,2,594
40,22-07-2015,bachelor,2,9,2,594
41,22-07-2015,bachelor,2,9,2,596
42,22-07-2015,bachelor,2,9,2,596
43,22-07-2015,bachelor,2,9,2,596
44,22-07-2015,bachelor,2,9,2,596
45,22-07-2015,bachelor,2,9,2,596
46,22-07-2015,bachelor,2,9,2,596
47,22-07-2015,bachelor,2,9,2,596
48,22-07-2015,bachelor,2,9,2,596
49,22-07-2015,bachelor,2,9,2,596
50,22-07-2015,bachelor,2,9,2,596
51,22-07-2014,bachelor,3,1,1,315
52,22-07-2014,bachelor,3,1,1,315
53,22-07-2014,bachelor,3,1,1,315
54,22-07-2014,bachelor,3,1,1,315
55,22-07-2014,bachelor,3,1,1,315
56,22-07-2014,bachelor,3,1,1,315
57,22-07-2014,bachelor,3,1,1,315
58,22-07-2014,bachelor,3,1,1,315
59,22-07-2014,bachelor,3,1,1,315
60,22-07-2014,bachelor,3,1,1,315
61,22-07-2014,bachelor,3,1,1,317
62,22-07-2014,bachelor,3,1,1,317
63,22-07-2014,bachelor,3,1,1,317
64,22-07-2014,bachelor,3,1,1,317
65,22-07-2014,bachelor,3,1,1,317
66,22-07-2014,bachelor,3,1,1,317
67,22-07-2014,bachelor,3,1,1,317
68,22-07-2014,bachelor,3,1,1,317
69,22-07-2014,bachelor,3,1,1,317
70,22-07-2014,bachelor,3,1,1,317
71,22-07-2016,bachelor,1,3,3,631
72,22-07-2016,bachelor,1,3,3,631
73,22-07-2016,bachelor,1,3,3,631
74,22-07-2016,bachelor,1,3,3,631
75,22-07-2016,bachelor,1,3,3,631
76,22-07-2016,bachelor,1,3,3,631
77,22-07-2016,bachelor,1,3,3,631
78,22-07-2016,bachelor,1,3,3,631
79,22-07-2016,bachelor,1,3,3,631
80,22-07-2016,bachelor,1,3,3,631
81,22-07-2016,bachelor,1,3,3,633
82,22-07-2016,bachelor,1,3,3,633
83,22-07-2016,bachelor,1,3,3,633
84,22-07-2016,bachelor,1,3,3,633
85,22-07-2016,bachelor,1,3,3,633
86,22-07-2016,bachelor,1,3,3,633
87,22-07-2016,bachelor,1,3,3,633
88,22-07-2016,bachelor,1,3,3,633
89,22-07-2016,bachelor,1,3,3,633
90,22-07-2016,bachelor,1,3,3,633
91,22-07-2012,master,5,3,9,231
92,22-07-2012,master,5,3,9,231
93,22-07-2012,master,5,3,9,231
94,22-07-2012,master,5,3,9,231
95,22-07-2012,master,5,3,9,231
96,22-07-2012,master,5,3,9,231
97,22-07-2012,master,5,3,9,231
98,22-07-2012,master,5,3,9,231
99,22-07-2012,master,5,3,9,231
